overall_rating,pros_sentiment,cons_sentiment,pros_sentiment_score,cons_sentiment_score,overall_sentiment
4,Positive,Neutral,0.7783,0.0,Positive
5,Positive,Positive,0.8074,0.4404,Positive
5,Positive,Negative,0.6808,-0.34,Positive
2,Positive,Positive,0.4404,0.296,Positive
5,Positive,Neutral,0.6369,0.0,Positive
2,Positive,Negative,0.6808,-0.296,Positive
5,Neutral,Negative,0.0,-0.34,Positive
2,Positive,Positive,0.4404,0.6634,Positive
3,Positive,Neutral,0.836,0.0,Positive
5,Positive,Neutral,0.7474,0.0,Positive
5,Positive,Negative,0.8934,-0.5432,Positive
5,Positive,Neutral,0.3182,0.0,Positive
4,Positive,Negative,0.5719,-0.3182,Negative
4,Positive,Negative,0.6249,-0.6984,Negative
2,Negative,Positive,-0.4588,0.5719,Positive
4,Positive,Neutral,0.7506,0.0,Positive
4,Positive,Negative,0.9022,-0.0516,Positive
4,Positive,Neutral,0.4404,0.0,Positive
5,Positive,Negative,0.7506,-0.296,Positive
5,Positive,Neutral,0.7579,0.0,Positive
4,Positive,Positive,0.25,0.3818,Positive
2,Positive,Negative,0.4939,-0.6115,Negative
5,Positive,Negative,0.8957,-0.3626,Positive
3,Positive,Positive,0.4404,0.6956,Positive
5,Positive,Neutral,0.7964,0.0,Positive
5,Positive,Positive,0.6908,0.6956,Positive
3,Positive,Neutral,0.6369,0.0,Positive
5,Positive,Negative,0.5859,-0.296,Positive
4,Neutral,Negative,0.0,-0.296,Positive
5,Positive,Positive,0.5994,0.4404,Positive
5,Positive,Positive,0.7579,0.4588,Positive
4,Positive,Negative,0.9641,-0.5423,Positive
4,Positive,Positive,0.8316,0.128,Positive
3,Neutral,Neutral,0.0,0.0,Neutral
5,Positive,Negative,0.9259,-0.8622,Positive
5,Positive,Neutral,0.7269,0.0,Positive
5,Negative,Positive,-0.0516,0.5423,Positive
4,Positive,Negative,0.4215,-0.2924,Positive
4,Positive,Neutral,0.4939,0.0,Positive
4,Positive,Positive,0.3818,0.3818,Positive
5,Negative,Negative,-0.3412,-0.5216,Negative
4,Positive,Negative,0.699,-0.3182,Positive
4,Positive,Positive,0.4404,0.6697,Positive
4,Positive,Positive,0.7269,0.3626,Positive
1,Positive,Positive,0.4404,0.5413,Negative
4,Neutral,Negative,0.0,-0.0772,Negative
4,Positive,Neutral,0.6335,0.0183,Positive
5,Positive,Positive,0.4019,0.5994,Positive
5,Positive,Neutral,0.8271,0.0,Positive
2,Positive,Positive,0.3818,0.296,Positive
5,Positive,Negative,0.743,-0.296,Positive
3,Neutral,Neutral,0.0,0.0,Positive
4,Positive,Neutral,0.4404,0.0,Positive
2,Positive,Positive,0.7462,0.1511,Positive
4,Positive,Neutral,0.9349,0.0,Positive
2,Positive,Positive,0.8442,0.0714,Positive
4,Positive,Negative,0.802,-0.6377,Positive
1,Positive,Neutral,0.8873,0.0258,Positive
2,Positive,Negative,0.4404,-0.5994,Positive
5,Positive,Neutral,0.9282,0.0,Positive
3,Positive,Neutral,0.4019,0.0,Positive
5,Positive,Neutral,0.5233,0.0,Positive
5,Positive,Positive,0.3818,0.2942,Positive
3,Positive,Neutral,0.7579,0.0,Positive
1,Positive,Negative,0.8977,-0.4153,Positive
4,Positive,Negative,0.8176,-0.6908,Positive
2,Positive,Negative,0.8119,-0.2535,Positive
4,Positive,Negative,0.7717,-0.1779,Positive
1,Positive,Negative,0.4404,-0.765,Negative
3,Positive,Neutral,0.6705,0.0,Positive
5,Positive,Neutral,0.5574,0.0,Positive
3,Positive,Negative,0.6908,-0.3612,Positive
4,Positive,Negative,0.296,-0.202,Positive
5,Neutral,Positive,0.0,0.7351,Positive
4,Positive,Neutral,0.6369,0.0,Positive
3,Positive,Negative,0.9432,-0.6111,Positive
2,Negative,Negative,-0.1027,-0.5994,Negative
4,Positive,Negative,0.891,-0.2271,Positive
2,Positive,Negative,0.847,-0.431,Positive
3,Positive,Negative,0.34,-0.228,Positive
5,Neutral,Neutral,0.0,0.0,Neutral
5,Positive,Negative,0.4927,-0.2263,Positive
4,Positive,Positive,0.9428,0.0772,Positive
1,Positive,Negative,0.4404,-0.6565,Negative
4,Positive,Negative,0.2732,-0.296,Neutral
5,Positive,Negative,0.6369,-0.2584,Positive
5,Positive,Neutral,0.9287,0.0,Positive
2,Neutral,Negative,0.0,-0.7305,Positive
5,Positive,Negative,0.7506,-0.1761,Positive
5,Positive,Negative,0.9153,-0.3818,Positive
5,Positive,Positive,0.9403,0.1531,Positive
4,Positive,Negative,0.9423,-0.5647,Positive
3,Negative,Positive,-0.1027,0.0772,Positive
4,Positive,Negative,0.8074,-0.7184,Positive
1,Positive,Positive,0.4215,0.765,Positive
4,Positive,Positive,0.9468,0.34,Positive
5,Positive,Positive,0.4404,0.6319,Positive
2,Positive,Negative,0.9538,-0.8595,Negative
5,Positive,Neutral,0.8224,0.0,Positive
5,Positive,Negative,0.8957,-0.4854,Positive
4,Positive,Positive,0.9125,0.5859,Positive
5,Positive,Neutral,0.8779,0.0,Positive
5,Positive,Positive,0.8555,0.6858,Positive
5,Positive,Neutral,0.296,0.0,Positive
3,Positive,Negative,0.3818,-0.296,Positive
5,Positive,Neutral,0.6249,0.0,Positive
4,Neutral,Neutral,0.0,0.0,Positive
4,Positive,Negative,0.802,-0.836,Positive
1,Positive,Positive,0.8625,0.8636,Positive
5,Positive,Negative,0.4404,-0.3412,Positive
3,Positive,Neutral,0.5423,0.0,Positive
5,Positive,Neutral,0.296,0.0,Positive
5,Positive,Positive,0.9349,0.8519,Positive
3,Positive,Positive,0.8074,0.6808,Positive
4,Positive,Neutral,0.6908,0.0,Positive
4,Positive,Negative,0.8591,-0.6808,Positive
4,Neutral,Positive,0.0,0.2263,Negative
5,Positive,Neutral,0.7964,-0.0276,Positive
3,Positive,Negative,0.9574,-0.6808,Positive
5,Positive,Neutral,0.7579,0.0,Positive
4,Positive,Neutral,0.765,0.0,Positive
3,Positive,Neutral,0.4019,0.0129,Positive
2,Positive,Negative,0.9729,-0.6478,Positive
4,Positive,Negative,0.2263,-0.128,Neutral
5,Neutral,Positive,0.0,0.5423,Positive
5,Positive,Neutral,0.8255,0.0,Positive
5,Positive,Positive,0.7783,0.1419,Positive
5,Positive,Neutral,0.7506,0.0,Positive
3,Positive,Negative,0.8535,-0.8271,Positive
4,Positive,Neutral,0.5859,0.0,Positive
4,Positive,Negative,0.6486,-0.4588,Positive
4,Positive,Neutral,0.7184,0.0,Positive
5,Positive,Positive,0.4215,0.3612,Positive
3,Positive,Positive,0.8481,0.25,Positive
4,Positive,Positive,0.3818,0.2023,Positive
3,Positive,Negative,0.4404,-0.8074,Negative
5,Positive,Positive,0.8173,0.5023,Positive
5,Positive,Negative,0.6597,-0.3182,Positive
2,Positive,Negative,0.8074,-0.296,Positive
3,Positive,Neutral,0.0772,0.0,Positive
4,Positive,Negative,0.8059,-0.128,Positive
4,Positive,Positive,0.8221,0.5719,Positive
2,Positive,Positive,0.8225,0.8608,Positive
3,Positive,Negative,0.8316,-0.4809,Positive
5,Positive,Negative,0.7964,-0.128,Positive
5,Positive,Neutral,0.9333,0.0,Positive
1,Neutral,Positive,0.0,0.2263,Negative
3,Positive,Neutral,0.6908,0.0,Positive
4,Positive,Neutral,0.8481,0.0,Positive
4,Neutral,Negative,0.0,-0.3412,Positive
2,Positive,Negative,0.7717,-0.1963,Positive
5,Positive,Positive,0.6908,0.5846,Positive
4,Positive,Positive,0.836,0.6428,Positive
5,Positive,Positive,0.8979,0.1779,Positive
3,Positive,Neutral,0.7003,0.0,Positive
3,Positive,Positive,0.0516,0.7212,Positive
2,Negative,Negative,-0.6368,-0.5764,Negative
3,Positive,Positive,0.6249,0.5106,Positive
4,Positive,Negative,0.8055,-0.6486,Positive
3,Positive,Neutral,0.4939,0.0,Positive
2,Positive,Positive,0.8271,0.4019,Positive
5,Positive,Positive,0.8481,0.872,Positive
4,Positive,Positive,0.4019,0.6908,Positive
5,Positive,Positive,0.34,0.9118,Positive
4,Positive,Positive,0.7783,0.9294,Positive
4,Neutral,Negative,0.0,-0.34,Positive
5,Positive,Neutral,0.3818,0.0,Positive
5,Positive,Positive,0.6124,0.1531,Positive
4,Positive,Negative,0.4019,-0.1761,Positive
5,Positive,Neutral,0.9468,0.0,Positive
2,Positive,Positive,0.7351,0.9672,Positive
3,Positive,Negative,0.6486,-0.584,Positive
2,Positive,Positive,0.6808,0.4767,Positive
4,Positive,Positive,0.6249,0.6249,Positive
3,Positive,Positive,0.9152,0.8444,Positive
4,Positive,Positive,0.8807,0.5423,Positive
5,Positive,Neutral,0.743,0.0,Positive
5,Positive,Negative,0.9325,-0.4939,Positive
4,Positive,Positive,0.3818,0.0772,Positive
4,Positive,Positive,0.8964,0.3818,Positive
4,Positive,Positive,0.7906,0.4939,Positive
5,Positive,Positive,0.4404,0.4404,Positive
4,Positive,Negative,0.4404,-0.2484,Positive
5,Positive,Negative,0.3818,-0.1531,Positive
5,Neutral,Positive,0.0258,0.34,Positive
4,Positive,Negative,0.5423,-0.5423,Neutral
5,Positive,Neutral,0.8519,0.0,Positive
4,Positive,Neutral,0.7096,0.0,Positive
4,Positive,Negative,0.7717,-0.3612,Positive
5,Positive,Neutral,0.3818,0.0,Positive
3,Positive,Neutral,0.7184,0.0,Positive
3,Positive,Positive,0.3818,0.4588,Positive
5,Positive,Positive,0.7783,0.431,Positive
5,Positive,Positive,0.4939,0.507,Positive
3,Positive,Negative,0.5574,-0.2263,Positive
4,Positive,Neutral,0.8115,0.0,Positive
3,Positive,Negative,0.2235,-0.4767,Positive
4,Neutral,Neutral,0.0,0.0,Neutral
4,Positive,Positive,0.9022,0.34,Positive
5,Positive,Neutral,0.7263,0.0,Positive
3,Positive,Positive,0.9622,0.4513,Positive
5,Positive,Neutral,0.6908,0.0,Positive
4,Positive,Neutral,0.7897,0.0,Positive
5,Positive,Negative,0.4927,-0.4226,Positive
5,Positive,Neutral,0.6597,0.0,Positive
4,Positive,Positive,0.4404,0.3802,Positive
4,Negative,Negative,-0.1027,-0.3612,Neutral
5,Positive,Negative,0.4767,-0.3612,Positive
5,Positive,Negative,0.5106,-0.1027,Positive
3,Positive,Negative,0.891,-0.4201,Positive
2,Positive,Negative,0.8505,-0.7184,Positive
3,Positive,Positive,0.2263,0.3602,Positive
3,Positive,Positive,0.5267,0.4019,Positive
4,Positive,Negative,0.9042,-0.3612,Positive
5,Neutral,Positive,0.0,0.6249,Positive
4,Neutral,Neutral,0.0,0.0393,Neutral
5,Positive,Positive,0.8481,0.4404,Positive
3,Positive,Positive,0.4404,0.6115,Positive
3,Neutral,Negative,0.0,-0.3384,Negative
5,Positive,Neutral,0.926,0.0,Positive
4,Positive,Negative,0.4019,-0.296,Positive
5,Positive,Neutral,0.2732,0.0,Positive
5,Positive,Negative,0.765,-0.2732,Positive
3,Positive,Negative,0.4019,-0.5574,Positive
4,Positive,Positive,0.9337,0.6167,Positive
4,Positive,Negative,0.4019,-0.296,Positive
4,Positive,Neutral,0.7845,0.0,Positive
5,Positive,Negative,0.9184,-0.477,Positive
5,Positive,Neutral,0.8126,0.0,Positive
4,Positive,Positive,0.5719,0.5972,Positive
5,Positive,Neutral,0.7506,0.0,Positive
3,Positive,Neutral,0.7506,0.0,Positive
5,Positive,Positive,0.8218,0.05,Positive
4,Neutral,Negative,0.0,-0.3182,Positive
2,Neutral,Negative,0.0,-0.6486,Negative
3,Positive,Negative,0.4404,-0.5423,Negative
3,Positive,Negative,0.4703,-0.3089,Negative
5,Positive,Negative,0.7783,-0.5859,Positive
3,Positive,Positive,0.802,0.4215,Positive
3,Positive,Neutral,0.5859,0.0,Positive
5,Positive,Negative,0.8271,-0.4439,Positive
2,Negative,Positive,-0.1027,0.1779,Positive
3,Positive,Positive,0.4404,0.3182,Positive
4,Positive,Neutral,0.4215,0.0,Positive
5,Positive,Negative,0.5719,-0.296,Positive
5,Positive,Positive,0.9267,0.4926,Positive
4,Positive,Negative,0.784,-0.3182,Positive
5,Positive,Negative,0.7717,-0.5858,Positive
4,Positive,Neutral,0.4927,0.0,Positive
1,Positive,Negative,0.5267,-0.5574,Negative
5,Positive,Positive,0.5574,0.0762,Positive
3,Positive,Negative,0.6249,-0.5423,Positive
1,Positive,Positive,0.6249,0.3818,Positive
3,Positive,Negative,0.8555,-0.5267,Positive
5,Positive,Neutral,0.9432,0.0,Positive
4,Positive,Neutral,0.6249,0.0,Positive
4,Negative,Negative,-0.2263,-0.4404,Negative
4,Positive,Positive,0.3818,0.3612,Positive
4,Positive,Negative,0.4939,-0.4082,Positive
3,Positive,Neutral,0.4404,0.0,Positive
3,Positive,Negative,0.5106,-0.7184,Negative
2,Positive,Positive,0.8779,0.7387,Positive
4,Positive,Negative,0.9493,-0.6945,Positive
5,Negative,Positive,-0.1027,0.4404,Positive
4,Positive,Positive,0.946,0.2732,Positive
4,Positive,Neutral,0.8965,0.0,Positive
4,Positive,Negative,0.836,-0.25,Positive
5,Positive,Positive,0.7414,0.2722,Positive
3,Positive,Negative,0.6705,-0.3412,Positive
4,Positive,Neutral,0.7269,0.0,Positive
3,Positive,Negative,0.4215,-0.3804,Positive
4,Negative,Negative,-0.2247,-0.4404,Negative
2,Positive,Positive,0.6997,0.4215,Positive
4,Positive,Negative,0.5994,-0.3612,Positive
5,Positive,Negative,0.9022,-0.1429,Positive
5,Positive,Neutral,0.9741,0.0,Positive
5,Positive,Positive,0.6249,0.4404,Positive
1,Negative,Positive,-0.6249,0.4404,Negative
4,Positive,Positive,0.7003,0.25,Positive
5,Positive,Negative,0.6249,-0.1027,Positive
5,Positive,Positive,0.9965,0.8338,Positive
4,Positive,Neutral,0.7717,0.0,Positive
5,Positive,Negative,0.9477,-0.5096,Positive
4,Positive,Neutral,0.0772,0.0,Positive
3,Positive,Neutral,0.5106,0.0,Positive
4,Positive,Positive,0.3818,0.3818,Positive
5,Neutral,Negative,0.0,-0.1027,Positive
5,Positive,Positive,0.6369,0.1002,Positive
1,Negative,Positive,-0.1018,0.9217,Positive
4,Neutral,Negative,0.0,-0.3089,Negative
3,Positive,Positive,0.8957,0.9333,Positive
1,Positive,Negative,0.5719,-0.1645,Positive
5,Positive,Neutral,0.4404,0.0,Positive
4,Positive,Negative,0.8834,-0.7346,Positive
3,Positive,Neutral,0.4215,-0.0258,Positive
4,Positive,Positive,0.8908,0.2509,Positive
1,Negative,Negative,-0.431,-0.9455,Negative
5,Positive,Negative,0.802,-0.2023,Positive
3,Positive,Negative,0.4404,-0.2263,Positive
4,Positive,Positive,0.8588,0.6003,Positive
5,Positive,Neutral,0.4215,0.0,Positive
1,Positive,Negative,0.9136,-0.659,Positive
5,Positive,Positive,0.7003,0.1078,Positive
2,Negative,Negative,-0.0871,-0.6608,Negative
1,Positive,Positive,0.5106,0.5106,Positive
5,Positive,Positive,0.7841,0.1779,Positive
5,Positive,Negative,0.5859,-0.5256,Positive
4,Positive,Positive,0.4767,0.5187,Positive
2,Positive,Positive,0.4215,0.6705,Positive
5,Positive,Negative,0.4588,-0.25,Positive
5,Positive,Negative,0.7096,-0.5106,Positive
5,Positive,Neutral,0.9792,0.0,Positive
2,Positive,Neutral,0.6249,0.0,Positive
5,Positive,Negative,0.3818,-0.464,Negative
4,Positive,Neutral,0.7003,0.0,Positive
4,Positive,Negative,0.7717,-0.2732,Positive
3,Positive,Negative,0.8905,-0.5719,Positive
4,Positive,Neutral,0.4404,0.0,Positive
4,Positive,Neutral,0.4404,0.0,Positive
4,Positive,Negative,0.6908,-0.3612,Positive
3,Neutral,Negative,0.0,-0.4588,Negative
3,Positive,Positive,0.5106,0.1027,Positive
1,Positive,Negative,0.6808,-0.7906,Positive
4,Positive,Neutral,0.8519,0.0,Positive
3,Positive,Neutral,0.7579,0.0,Positive
5,Positive,Negative,0.7316,-0.4226,Positive
4,Positive,Neutral,0.93,0.0,Positive
5,Positive,Negative,0.6369,-0.4639,Positive
5,Neutral,Negative,0.0,-0.5423,Negative
5,Positive,Neutral,0.8268,0.0,Positive
4,Positive,Positive,0.6705,0.4019,Positive
3,Positive,Negative,0.6249,-0.6059,Neutral
5,Positive,Negative,0.3182,-0.5719,Positive
5,Positive,Negative,0.5859,-0.25,Positive
5,Positive,Positive,0.7717,0.5719,Positive
4,Positive,Positive,0.7717,0.3818,Positive
3,Positive,Negative,0.3182,-0.3612,Negative
3,Positive,Positive,0.5859,0.4215,Positive
4,Positive,Positive,0.7003,0.1901,Positive
3,Positive,Negative,0.7269,-0.7133,Neutral
5,Positive,Neutral,0.6369,0.0,Positive
3,Positive,Positive,0.8399,0.4576,Positive
5,Positive,Positive,0.9918,0.3071,Positive
5,Positive,Neutral,0.92,0.0,Positive
5,Positive,Negative,0.7906,-0.1027,Positive
5,Positive,Neutral,0.7906,0.0,Positive
3,Positive,Positive,0.9371,0.4404,Positive
5,Positive,Positive,0.6249,0.4019,Positive
4,Positive,Neutral,0.5849,0.0,Positive
5,Positive,Positive,0.624,0.296,Positive
5,Positive,Negative,0.6486,-0.5106,Positive
4,Positive,Negative,0.8625,-0.3612,Positive
3,Positive,Negative,0.7003,-0.2023,Positive
5,Positive,Negative,0.4215,-0.296,Positive
4,Positive,Negative,0.9664,-0.802,Positive
5,Positive,Neutral,0.6369,0.0,Positive
5,Positive,Positive,0.8481,0.4404,Positive
3,Positive,Neutral,0.0772,0.0,Positive
4,Positive,Negative,0.8876,-0.924,Negative
5,Positive,Neutral,0.8555,0.0,Positive
1,Positive,Negative,0.6705,-0.5423,Negative
5,Positive,Positive,0.9709,0.1779,Positive
2,Positive,Negative,0.7717,-0.0754,Positive
5,Positive,Positive,0.9509,0.5927,Positive
1,Positive,Negative,0.7845,-0.8815,Negative
2,Positive,Positive,0.5106,0.2732,Positive
3,Positive,Neutral,0.7964,0.0,Positive
5,Positive,Positive,0.4404,0.5719,Neutral
2,Positive,Positive,0.7845,0.5859,Positive
5,Positive,Negative,0.4404,-0.296,Positive
4,Positive,Negative,0.8519,-0.5423,Positive
4,Positive,Neutral,0.4404,0.0,Positive
4,Positive,Negative,0.4404,-0.2732,Positive
4,Positive,Neutral,0.4404,0.0,Positive
4,Positive,Negative,0.4939,-0.296,Positive
3,Positive,Negative,0.4742,-0.5023,Positive
2,Neutral,Negative,0.0,-0.1779,Negative
4,Positive,Positive,0.2023,0.4404,Positive
3,Positive,Negative,0.7506,-0.434,Positive
3,Positive,Neutral,0.4404,0.0,Positive
2,Positive,Positive,0.6808,0.4939,Negative
5,Positive,Positive,0.9589,0.4585,Positive
2,Neutral,Negative,0.0,-0.3818,Negative
5,Positive,Negative,0.4404,-0.1027,Positive
4,Positive,Neutral,0.784,0.0,Positive
2,Positive,Negative,0.4404,-0.2732,Positive
4,Negative,Positive,-0.5096,0.3716,Positive
5,Positive,Neutral,0.6808,0.0,Positive
5,Positive,Negative,0.6249,-0.8689,Negative
1,Neutral,Negative,0.0,-0.296,Negative
5,Positive,Neutral,0.8927,0.0,Positive
4,Positive,Neutral,0.8126,0.0,Positive
5,Neutral,Neutral,0.0,0.0,Positive
5,Positive,Positive,0.4404,0.4927,Positive
3,Positive,Positive,0.8625,0.1189,Positive
4,Positive,Positive,0.9246,0.2094,Positive
5,Positive,Neutral,0.8617,0.0,Positive
4,Positive,Negative,0.2263,-0.3612,Negative
5,Positive,Negative,0.34,-0.5574,Positive
5,Positive,Negative,0.8126,-0.4767,Positive
5,Positive,Positive,0.908,0.5881,Positive
4,Positive,Positive,0.9334,0.1548,Positive
1,Neutral,Negative,0.0,-0.6131,Negative
5,Positive,Negative,0.9231,-0.2755,Positive
5,Positive,Positive,0.9666,0.6597,Positive
4,Positive,Positive,0.9571,0.34,Positive
3,Positive,Negative,0.2263,-0.296,Negative
4,Positive,Positive,0.7906,0.4404,Positive
3,Positive,Negative,0.4404,-0.6905,Positive
4,Positive,Positive,0.8357,0.8766,Positive
4,Positive,Neutral,0.7003,0.0,Positive
3,Positive,Neutral,0.4215,0.0,Positive
4,Positive,Positive,0.6705,0.3818,Positive
4,Positive,Negative,0.6705,-0.296,Positive
5,Positive,Negative,0.923,-0.4226,Positive
3,Positive,Positive,0.6705,0.6597,Positive
3,Positive,Neutral,0.4404,0.0,Positive
3,Positive,Negative,0.6486,-0.296,Positive
5,Positive,Negative,0.7003,-0.25,Positive
5,Positive,Neutral,0.6249,0.0,Positive
5,Positive,Negative,0.6249,-0.296,Positive
5,Positive,Positive,0.6486,0.3818,Positive
3,Positive,Positive,0.7351,0.4019,Positive
1,Positive,Positive,0.743,0.4297,Positive
4,Positive,Negative,0.9393,-0.3818,Positive
3,Positive,Negative,0.6858,-0.4019,Positive
4,Positive,Negative,0.9235,-0.4952,Positive
3,Positive,Negative,0.8074,-0.3182,Positive
5,Positive,Positive,0.7845,0.0772,Positive
5,Positive,Neutral,0.8934,0.0,Positive
5,Positive,Positive,0.8889,0.5157,Positive
5,Neutral,Positive,0.0,0.0772,Positive
5,Neutral,Neutral,0.0,0.0,Positive
4,Positive,Positive,0.6249,0.5,Positive
4,Positive,Negative,0.6249,-0.34,Positive
4,Positive,Neutral,0.9186,0.0,Positive
5,Positive,Negative,0.6249,-0.4601,Positive
2,Positive,Negative,0.807,-0.765,Positive
3,Positive,Negative,0.5859,-0.7269,Negative
5,Positive,Neutral,0.7841,0.0,Positive
4,Positive,Neutral,0.7003,0.0,Positive
4,Positive,Negative,0.6808,-0.2924,Positive
2,Positive,Positive,0.6997,0.1027,Positive
4,Positive,Positive,0.765,0.4588,Positive
5,Positive,Neutral,0.7964,0.0,Positive
5,Positive,Neutral,0.9231,0.0,Positive
5,Positive,Neutral,0.8126,0.0,Positive
4,Positive,Negative,0.3612,-0.2902,Positive
3,Positive,Negative,0.9712,-0.765,Positive
3,Positive,Negative,0.4939,-0.128,Positive
4,Positive,Neutral,0.7003,0.0,Positive
4,Positive,Positive,0.9246,0.4019,Positive
4,Positive,Neutral,0.7845,0.0,Positive
1,Positive,Negative,0.4404,-0.3646,Negative
5,Positive,Negative,0.8519,-0.296,Positive
3,Positive,Positive,0.4877,0.4019,Positive
3,Positive,Negative,0.1531,-0.5423,Negative
4,Positive,Positive,0.8689,0.2528,Positive
2,Neutral,Negative,0.0,-0.2975,Negative
4,Neutral,Negative,0.0,-0.3182,Negative
4,Positive,Negative,0.7579,-0.5574,Positive
3,Positive,Negative,0.6369,-0.2924,Positive
4,Positive,Negative,0.8858,-0.2006,Positive
4,Neutral,Neutral,0.0,0.0,Positive
4,Positive,Positive,0.4767,0.0772,Positive
5,Positive,Positive,0.936,0.3182,Positive
3,Positive,Negative,0.7269,-0.1779,Positive
4,Positive,Negative,0.902,-0.2732,Positive
4,Positive,Positive,0.8402,0.1779,Positive
4,Positive,Positive,0.6557,0.34,Positive
4,Positive,Positive,0.6249,0.431,Positive
1,Positive,Negative,0.8622,-0.3412,Positive
3,Positive,Negative,0.836,-0.5122,Positive
4,Positive,Positive,0.9558,0.2263,Positive
4,Positive,Negative,0.8074,-0.4386,Positive
4,Positive,Positive,0.6124,0.1027,Positive
4,Positive,Positive,0.9294,0.6249,Positive
4,Positive,Neutral,0.7823,0.0,Positive
4,Positive,Negative,0.09,-0.1761,Negative
4,Positive,Neutral,0.7096,0.024,Positive
4,Positive,Negative,0.7269,-0.6808,Positive
1,Positive,Negative,0.5859,-0.8598,Negative
3,Positive,Neutral,0.8718,-0.0286,Positive
3,Positive,Negative,0.802,-0.4939,Positive
4,Positive,Negative,0.7184,-0.5975,Positive
4,Positive,Negative,0.9521,-0.2105,Positive
5,Positive,Positive,0.6249,0.4585,Positive
5,Neutral,Neutral,0.0,0.0,Positive
5,Positive,Negative,0.9451,-0.5096,Positive
3,Positive,Positive,0.6908,0.7056,Positive
3,Positive,Positive,0.5994,0.1054,Positive
4,Positive,Negative,0.8126,-0.296,Positive
2,Positive,Negative,0.3818,-0.75,Negative
5,Positive,Positive,0.2263,0.2263,Positive
3,Positive,Neutral,0.4404,0.0,Positive
2,Positive,Positive,0.7506,0.128,Positive
1,Positive,Positive,0.3612,0.1531,Positive
2,Positive,Negative,0.4404,-0.4767,Negative
4,Positive,Positive,0.6808,0.5106,Positive
5,Positive,Positive,0.8074,0.1027,Positive
4,Positive,Negative,0.5859,-0.128,Positive
4,Positive,Neutral,0.4215,0.0,Positive
5,Positive,Positive,0.9337,0.5,Positive
4,Positive,Neutral,0.8126,0.0,Positive
3,Positive,Negative,0.8126,-0.7184,Positive
4,Positive,Positive,0.7717,0.2263,Positive
3,Positive,Neutral,0.4005,0.0,Positive
3,Positive,Neutral,0.9001,0.0,Positive
5,Positive,Neutral,0.6369,0.0,Positive
